,X,datum_id,time,DOD,RG_Proportion,Plant.ID,detector_read1,detector_read2,light_intensity,light_intensity_raw,temperature,humidity,pressure,temperature2,humidity2,pressure2,contactless_temp,thickness,compass_direction,compass,angle,angle_direction,pitch,roll,flatten.slope,ecs_initial,ecs_max,ecs_r_squared,ECSt,vH.,gH.,absorbance_530,absorbance_650,absorbance_605,absorbance_420,absorbance_940,absorbance_850,absorbance_730,absorbance_880,SPAD_530,SPAD_530_intensity,light2_raw1,light6_raw1,spad_raw1,light2_raw2,light6_raw2,spad_raw2,light2_raw3,light6_raw3,spad_raw3,SPAD_650,SPAD_650_intensity,SPAD_605,SPAD_605_intensity,SPAD_420,SPAD_420_intensity,SPAD_850,SPAD_850_intensity,SPAD_730,SPAD_730_intensity,SPAD_880,SPAD_880_intensity,baseline,Phi2,PhiNPQ,NPQt,PhiNO,qL,FvP.FmP,qP,LEF,FmPrime,Fs,FoPrime,RFd,ratio.MPF.noMPF..Phi2,ratio.MPF.noMPF..PhiNPQ,ratio.MPF.noMPF..PhiNO,MPF_slope,MPF_rsquared,Light.Intensity..PAR.,Leaf.Temp.Differential,Relative.Chlorophyll,Rel.Chl.intensity,Ambient.Temperature,Ambient.Humidity,Leaf.Angle,R,G,B,Phi2_MPF,PhiNPQ_MPF,NPQt_MPF,Phi2_noMPF,user_id,device_id,status,notes,latitude,longitude,Pot_Num.x,Spp,Trt.x,Block,Sensor,Trt3,TimePoint,Image,Pot_Num.y,Trt.y,Date,Tissue,Param,Blue,Green,Red,Total_Pix,ID_1,ID_2,ID_3,Red_Proportion,Green_Proportion,Blue_Proportion,Trt2
907,343,847255,5/29/18 10:02,28,0.532170325,32,8906,1430,70,113,24.379999,51.383789,779.606628,24.35,51.922852,780.790955,22.71,1.13,E,90,3.1,SW,2.77,-1.39,-0.1244,26093.21,26099.37,-0.860745676,2.00E-04,5.33E-06,41.6944,NA,NA,1.759,1.844,0.601,0.504,0.578,0.541,109.19,1,375.5,7495,125.74,2233,29683.5,121.09,4935,29689,105.08,47.59,1,115.83,1,124.32,1,-9.65,1,-2.3,1,-6.03,1,529.2139018,0.646,0.096,0.371,0.258,0.512,0.781,0.827,20.343,21392.408,7577.1,4691,1.823,1.03091,0.80408,0.79173,-4645703.188,-0.935,70,-1.669999,47.59354076,1,24.379999,51.383789,3.1,66,30,27,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31263304,-105.5848889,32,PIPO,Drought,13,N,Drought,./TP6_05292018,39_42_31_Pine_DD_Fm'.bmp,Multiple,DD,29-May,Leaf,Fm',4988,3868,1806,10662,39,42,31,0.169386607,0.362783718,0.467829675,DD
910,344,847254,5/29/18 10:03,28,0.356888096,89,9251,8137,63,101,24.450001,51.402344,779.677979,24.42,51.90918,780.79657,22.95,1.56,E,90,7.9,NE,-6.53,4.46,0.0321,30373.01,30363.99,0.305024233,0,0,0,0.948,1.001,0.98,1.066,0.748,0.682,0.905,0.741,19.97,1,2706,5341,25.26,16993.5,21083.5,18.09,37855,21090.5,1.75,8.02,1,23.24,1,31.79,1,-6.61,1,15.64,1,-0.74,1,552.6465917,0.101,0.853,18.603,0.046,0.453,0.199,NA,2.873,2697.409,2424,2160,0.113,0.90635,1.01341,1.05831,159578.49,0.689,63,-1.500001,8.018905081,1,24.450001,51.402344,7.9,59,27,24,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31262639,-105.584898,89,ARTR,Drought,13,N,Drought,./TP6_05292018,81_73_86_Sage_DD_Fm'.bmp,Multiple,DD,29-May,Leaf,Fm',5770,2314,888,8972,81,73,86,0.098974588,0.257913509,0.643111904,DD
913,303,847296,5/29/18 10:04,28,0.012967201,5,13407,6107,67,116,24.32,51.482422,780.305603,24.18,51.362305,780.218445,22.87,0.64,E,90,2.44,NW,-2.04,-1.34,0.0242,28875.93,28871.5,0.30901394,0,0,0,1.002,1.145,1.038,1.607,0.539,0.496,0.403,0.51,46.37,1,1896,10500.5,60.63,12146.5,38173,56.12,27411,38188.5,40.34,24.53,1,49.91,1,106.87,1,-4.22,1,-13.54,1,-2.87,1,574.1053201,0.008,0.985,146.085,0.007,0.246,0.032,0.252,0.244,2261.518,2243.2,2189,0.008,-0.56887,0.97345,0.3137,-246017.091,-0.907,67,-1.45,24.52987698,1,24.32,51.482422,2.44,67,31,28,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31261588,-105.5849364,5,POTR,Drought,1,N,Drought,./TP6_05292018,9_1_27_Aspen_DD_Fm'.bmp,Multiple,DD,29-May,Leaf,Fm',12940,170,0,13110,9,1,27,0,0.012967201,0.987032799,DD
916,345,847253,5/29/18 10:04,28,0.356888096,63,7589,5745,70,114,24.559999,51.317383,779.695923,24.540001,51.858398,780.834717,22.63,3.39,E,90,10.96,N,-10.67,2.53,0.0213,30168.86,30161.69,0.235941404,0,0,0,1.095,1.146,1.192,1.179,0.993,0.99,0.922,0.91,-3.66,2,1937,3037.5,15.27,12122.5,11881,7.85,27005,11884,-8.49,2.87,2,8.96,2,3.1,2,5.31,2,4.3,2,-5.98,2,439.7621549,0.079,0.895,34.403,0.026,0.622,0.121,0.652,2.488,599.23,551.9,527,0.086,1.3303,0.97428,0.8238,-53052.25,-0.895,70,-1.929999,2.872639614,2,24.559999,51.317383,10.96,67,30,27,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31266845,-105.5849282,63,ARTR,Drought,12,N,Drought,./TP6_05292018,81_73_86_Sage_DD_Fm'.bmp,Multiple,DD,29-May,Leaf,Fm',5770,2314,888,8972,81,73,86,0.098974588,0.257913509,0.643111904,DD
937,348,847250,5/29/18 10:08,28,0.356888096,62,7375,28761,81,132,24.620001,52.928711,779.707275,24.6,53.519531,780.847046,22.77,1.23,E,90,12.33,SE,8.56,8.9,0.1028,26465.39,26416.97,0.467444315,0,0,0,0.403,0.474,0.473,0.488,0.402,0.346,0.253,0.331,0.1,1,9102,11845,7.17,57538,47220.5,0.14,65535,47238.5,12.94,0.89,1,7.06,1,8.62,1,-5.6,1,-14.94,1,-7.11,1,425.227095,0.567,0.217,1.004,0.216,0.537,0.709,NA,20.652,6250.495,2709.1,1819,1.307,1.00348,0.98907,0.98723,33096.329,0.04,81,-1.850001,0.894052777,1,24.620001,52.928711,12.33,77,35,31,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31266502,-105.5849251,62,ARTR,Drought,14,Y,Drought,./TP6_05292018,81_73_86_Sage_DD_Fm'.bmp,Multiple,DD,29-May,Leaf,Fm',5770,2314,888,8972,81,73,86,0.098974588,0.257913509,0.643111904,DD
940,349,847249,5/29/18 10:09,28,0.532170325,58,7757,16371,88,144,24.700001,52.630859,779.710449,24.68,53.193359,780.837402,22.95,1.07,E,90,7.77,SE,3.44,6.97,-0.3361,31010.75,31005.75,-0.68275256,NA,NA,NA,0.589,0.554,0.596,0.553,0.395,0.361,0.177,0.316,19.4,1,7575.5,12035,15.83,48007.5,48047,8.76,65535,48114.5,13.73,4.3,1,20.11,1,15.78,1,-3.44,1,-21.84,1,-7.9,1,451.1728561,0.181,0.757,12.147,0.062,0.594,0.271,0.667,7.155,3868.445,3169.5,2821,0.221,1.02587,0.9928,0.97792,-6339.395,-0.013,88,-1.750001,4.304844427,1,24.700001,52.630859,7.77,85,38,34,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31264209,-105.5849274,58,PIPO,Drought,14,Y,Drought,./TP6_05292018,39_42_31_Pine_DD_Fm'.bmp,Multiple,DD,29-May,Leaf,Fm',4988,3868,1806,10662,39,42,31,0.169386607,0.362783718,0.467829675,DD
952,351,847247,5/29/18 10:11,28,0.012967201,9,9214,5957,80,129,24.77,53.447266,779.715332,24.75,53.949219,780.867798,22.87,0.94,E,90,11.08,NE,-9.56,5.62,0.032,28812.69,28802.15,0.390870302,0,0,0,1.072,1.058,0.997,1.59,0.583,0.528,0.439,0.54,48.94,1,2369,7810.5,47.54,14840,30993,40.71,33085,30990,24.31,16.79,1,41.4,1,100.7,1,-5.49,1,-14.38,1,-4.28,1,550.1335206,0.015,0.979,168.609,0.006,0.536,0.028,0.543,0.546,1840.13,1812.2,1789,0.015,-4.61208,0.97777,0.34044,-161283.577,-0.958,80,-1.9,16.79401339,1,24.77,53.447266,11.08,75,34,31,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31264036,-105.5849191,9,POTR,Drought,14,N,Drought,./TP6_05292018,9_1_27_Aspen_DD_Fm'.bmp,Multiple,DD,29-May,Leaf,Fm',12940,170,0,13110,9,1,27,0,0.012967201,0.987032799,DD
958,309,847290,5/29/18 10:12,28,0.532170325,38,13155,2435,110,197,25.059999,53.069336,780.354248,24.93,53.121094,780.237793,22.19,1.79,E,90,8.63,W,1.12,-8.56,0.4365,29657.81,29457.83,0.979688836,NA,NA,NA,1.386,1.438,1.414,1.468,0.703,0.641,0.752,0.621,68.31,1,966,7184.5,73.44,6127,26009,69.17,13777.5,26030,53.57,30.16,1,71.03,1,76.45,1,-6.22,1,4.84,1,-8.2,1,559.7831747,0.615,0.071,0.225,0.314,0.401,0.799,0.769,30.447,22306.639,8586.2,4475,1.598,1.04661,0.6815,0.66933,-6017745.886,-0.872,110,-2.869999,30.15817223,1,25.059999,53.069336,8.63,114,53,47,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31263963,-105.5849134,38,PIPO,Drought,3,N,Drought,./TP6_05292018,39_42_31_Pine_DD_Fm'.bmp,Multiple,DD,29-May,Leaf,Fm',4988,3868,1806,10662,39,42,31,0.169386607,0.362783718,0.467829675,DD
968,312,847287,5/29/18 10:17,28,0.012967201,28,14305,11006,113,204,24.719999,54.541992,780.36908,24.6,54.603516,780.27002,23.19,0.11,E,90,11.94,S,11.89,-1.13,0.2381,29806.8,29688.51,0.88098006,0,0,0,0.748,0.652,0.635,1.059,0.539,0.496,0.367,0.511,20.89,1,5903,10491.5,11.27,38304.5,38094.5,6.15,65535,38081.5,2.36,2.84,1,9.6,1,51.96,1,-4.31,1,-17.22,1,-2.75,1,625.1421713,-0.001,0.993,133.26,0.007,-0.021,0.035,-0.021,-0.038,1490.742,1491.9,1438,-0.001,0.05403,0.98435,0.62964,-99518.587,-0.831,113,-1.529999,2.842706503,1,24.719999,54.541992,11.94,119,55,49,133.26,NA,NA,NA,1865,01:12:38:85,submitted,,41.31260655,-105.5849271,28,POTR,Drought,3,N,Drought,./TP6_05292018,9_1_27_Aspen_DD_Fm'.bmp,Multiple,DD,29-May,Leaf,Fm',12940,170,0,13110,9,1,27,0,0.012967201,0.987032799,DD
975,313,847286,5/29/18 10:18,28,0.532170325,49,10969,21836,105,189,24.82,53.831055,780.401184,24.690001,53.817383,780.280212,22.77,2.05,E,90,3.57,NE,-1.6,3.19,-0.0474,27980.88,27816.72,-0.077416577,NA,NA,NA,0.468,0.509,0.537,0.546,0.317,0.312,0.484,0.353,15.02,1,8195,17472.5,19.18,53185,63848.5,14.32,64234,63911,25.72,6.32,1,22.01,1,22.87,1,-0.52,1,16.66,1,3.53,1,435.5442474,0.606,0.108,0.377,0.286,0.433,0.78,0.776,28.612,11938.321,4709.1,2627,1.535,1.06931,0.6955,0.67597,-4705075.498,-0.986,105,-2.05,6.318101933,1,24.82,53.831055,3.57,110,51,45,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31262308,-105.5849005,49,PIPO,Drought,3,N,Drought,./TP6_05292018,39_42_31_Pine_DD_Fm'.bmp,Multiple,DD,29-May,Leaf,Fm',4988,3868,1806,10662,39,42,31,0.169386607,0.362783718,0.467829675,DD
990,315,847284,5/29/18 10:22,28,0.532170325,31,12165,3949,71,125,25.040001,53.402344,780.405762,24.92,53.37207,780.333679,22.53,2.47,E,90,9.18,S,9.04,1.58,0.0174,30111.79,30108.95,0.215290547,0,0,0,1.198,1.206,1.187,1.212,0.466,0.482,0.672,0.49,73.14,1,1646,12397.5,73.99,10534,45169.5,69.61,23760.5,45192,53.86,30.4,1,72.09,1,74.52,1,1.53,1,20.59,1,2.33,1,503.5176038,0.566,0.197,0.832,0.237,0.489,0.727,0.778,18.079,15933.649,6917.5,4349,1.303,1.04986,0.85894,0.83897,-4076236.794,-0.992,71,-2.510001,30.39982425,1,25.040001,53.402344,9.18,72,34,30,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31262169,-105.5848998,31,PIPO,Drought,3,N,Drought,./TP6_05292018,39_42_31_Pine_DD_Fm'.bmp,Multiple,DD,29-May,Leaf,Fm',4988,3868,1806,10662,39,42,31,0.169386607,0.362783718,0.467829675,DD
999,359,847239,5/29/18 10:24,28,0.012967201,17,9299,3893,99,162,24.549999,55.905273,779.772339,24.530001,56.535156,780.974548,22.57,0.53,E,90,8.54,N,-8.42,-1.39,0.0229,27620.37,27613.27,0.296479993,0,0,0,1.24,1.195,1.091,NA,0.549,0.506,0.495,0.534,69.19,1,1729.5,8457,64.66,10777,33567.5,58.07,24011.5,33572.5,41.71,23.54,1,54.23,1,137.93,1,-4.26,1,-5.32,1,-1.41,1,555.9067921,0.014,0.98,184.713,0.005,0.558,0.026,0.564,0.644,1966.853,1938.4,1916,0.015,-3.02339,0.9769,0.25139,-185252.676,-0.916,99,-1.979999,23.53682552,1,24.549999,55.905273,8.54,95,43,38,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31263549,-105.5848973,17,POTR,Drought,19,N,Drought,./TP6_05292018,9_1_27_Aspen_DD_Fm'.bmp,Multiple,DD,29-May,Leaf,Fm',12940,170,0,13110,9,1,27,0,0.012967201,0.987032799,DD
1015,362,847236,5/29/18 10:28,28,0.356888096,69,7426,19018,80,132,24.68,56.671875,779.816772,24.67,57.308594,780.973877,22.39,1.49,E,90,2.76,E,-0.18,2.75,0.0274,28420.27,28403.73,0.189874955,0,0,0,0.58,0.61,0.623,0.589,0.525,0.483,0.238,0.413,5.46,1,6654.5,8926.5,8.48,42006.5,35520,1.44,65535,35529.5,0.57,1.41,1,9.77,1,6.44,1,-4.17,1,-28.66,1,-11.19,1,428.6910579,0.619,0.075,0.247,0.305,0.416,0.796,0.778,22.294,12226.007,4654.6,2489,1.627,1.00674,0.93787,0.93526,-260103.694,-0.15,80,-2.29,1.410003939,1,24.68,56.671875,2.76,78,35,31,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31263998,-105.5849083,69,ARTR,Drought,9,N,Drought,./TP6_05292018,81_73_86_Sage_DD_Fm'.bmp,Multiple,DD,29-May,Leaf,Fm',5770,2314,888,8972,81,73,86,0.098974588,0.257913509,0.643111904,DD
1028,364,847234,5/29/18 10:30,28,0.012967201,27,8450,3634,144,237,24.879999,56.088867,779.779663,24.879999,56.741211,780.945618,23.01,2.08,E,90,9.91,S,9.89,0.67,-0.0338,27197.11,27120.71,-0.228713089,0,0,0,1.278,1.447,1.252,NA,0.659,0.627,0.538,0.622,61.89,1,967.5,6550,78.79,5960.5,25968.5,72.64,13282,25997,56.32,29.1,1,59.24,1,138.86,1,-3.27,1,-12.11,1,-3.72,1,498.2419985,0.002,0.994,246.296,0.004,0.078,0.019,0.08,0.1,2500.955,2497.1,2453,0.002,-0.11478,0.98214,0.23413,-187549.891,-0.851,144,-1.869999,29.10200866,1,24.879999,56.088867,9.91,138,63,56,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31263727,-105.5849172,27,POTR,Drought,9,N,Drought,./TP6_05292018,9_1_27_Aspen_DD_Fm'.bmp,Multiple,DD,29-May,Leaf,Fm',12940,170,0,13110,9,1,27,0,0.012967201,0.987032799,DD
1045,322,847277,5/29/18 10:33,28,0.356888096,81,11378,23809,108,193,24.68,57.871094,780.455872,24.58,57.875,780.340942,22.47,1.03,E,90,7.52,E,1.8,7.3,0.0151,26208.62,26194.22,0.09918801,0,0,0,0.428,0.501,0.653,0.524,0.345,0.317,0.29,0.337,8.34,1,8353,16399.5,15.6,54184.5,59934.5,10.77,64387,59948,22.83,4.75,1,30.8,1,17.86,1,-2.84,1,-5.47,1,-0.84,1,458.7893166,0.584,0.027,0.069,0.389,0.307,0.82,0.712,28.369,7670.754,3193.2,1378,1.402,1.01597,0.70801,0.70459,-607691.276,-0.654,108,-2.21,4.74516696,1,24.68,57.871094,7.52,112,52,46,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31261268,-105.5849342,81,ARTR,Drought,1,N,Drought,./TP6_05292018,81_73_86_Sage_DD_Fm'.bmp,Multiple,DD,29-May,Leaf,Fm',5770,2314,888,8972,81,73,86,0.098974588,0.257913509,0.643111904,DD
1048,367,847231,5/29/18 10:34,28,0.012967201,26,8773,2311,146,242,25.02,57.009766,779.794373,25.02,57.666992,780.976807,23.05,0.96,E,90,11.62,S,11.61,-0.42,-0.0926,25107.03,25129.77,-0.633380482,0,0,0,1.462,1.684,1.465,NA,0.546,0.514,0.476,0.516,91.58,1,560.5,8503,113.83,3362,33775,108.93,7470.5,33782,92.69,42.9,1,91.9,1,182.95,1,-3.25,1,-7,1,-3.05,1,520.18043,0.017,0.976,156.712,0.006,0.571,0.03,0.578,1.141,2897.793,2847.5,2811,0.018,-3.05092,0.97234,0.2352,-325156.807,-0.921,146,-1.97,42.90271761,1,25.02,57.009766,11.62,141,65,58,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.312635,-105.5849084,26,POTR,Drought,9,N,Drought,./TP6_05292018,9_1_27_Aspen_DD_Fm'.bmp,Multiple,DD,29-May,Leaf,Fm',12940,170,0,13110,9,1,27,0,0.012967201,0.987032799,DD
1066,370,847228,5/29/18 10:37,28,0.532170325,45,9115,5454,126,209,25.02,56.813477,779.795959,25.01,57.546875,780.986877,23.49,1.15,E,90,6.47,NE,-3.24,5.6,-1.356,30110.16,29936.51,-0.882026572,NA,NA,NA,1.201,1.266,1.157,1.372,0.532,0.465,0.524,0.511,66.9,1,1470,8786,73.37,9120,34976,67.1,20177,35051.5,51.14,26.97,1,62.46,1,83.99,1,-6.65,1,-0.84,1,-2.09,1,543.4093574,0.235,0.68,7.993,0.085,0.566,0.352,0.668,13.331,6360.283,4864.9,4123,0.307,1.03695,0.98537,0.96548,-248731.212,-0.616,126,-1.53,26.96730996,1,25.02,56.813477,6.47,122,56,50,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31263391,-105.5849083,45,PIPO,Drought,17,N,Drought,./TP6_05292018,39_42_31_Pine_DD_Fm'.bmp,Multiple,DD,29-May,Leaf,Fm',4988,3868,1806,10662,39,42,31,0.169386607,0.362783718,0.467829675,DD
1069,325,847274,5/29/18 10:37,28,0.532170325,54,12529,10132,141,252,24.76,56.667969,780.417786,24.620001,56.769531,780.311462,22.67,1.86,E,90,3.89,SE,2.86,2.63,-0.3902,30334.95,30556.42,-0.852758032,NA,NA,NA,0.525,0.585,0.702,0.616,0.382,0.367,0.398,0.4,14.24,1,6880,15045.5,20.28,46184.5,55414,14.3,64437.5,55383.5,19.36,6.8,1,31.93,1,23.33,1,-1.52,1,1.58,1,1.74,1,524.2051471,0.607,0,0,0.411,0.303,0.836,0.726,38.54,16729.131,6567.8,2738,1.547,1.08544,-0.47177,-0.46052,-8689600.127,-0.956,141,-2.09,6.801405975,1,24.76,56.667969,3.89,145,68,61,NA,-0.018,-0.045,NA,1865,01:12:38:85,submitted,,41.31259673,-105.584928,54,PIPO,Drought,5,N,Drought,./TP6_05292018,39_42_31_Pine_DD_Fm'.bmp,Multiple,DD,29-May,Leaf,Fm',4988,3868,1806,10662,39,42,31,0.169386607,0.362783718,0.467829675,DD
1076,372,847226,5/29/18 10:39,28,0.012967201,23,9197,4867,137,226,25.190001,56.87793,779.765564,25.190001,57.644531,780.942261,23.29,0.77,E,90,5.49,SW,3.23,-4.44,0.0155,26044.62,26037.61,0.228020354,0,0,0,1.147,1.465,1.117,NA,0.533,0.476,0.381,0.5,61.43,1,928.5,8769.5,93.25,5716.5,34863,87.25,12729.5,34880.5,70.93,34.8,1,58.38,1,164.5,1,-5.65,1,-15.16,1,-3.24,1,548.9788664,0.003,0.995,417.502,0.002,0.261,0.012,0.264,0.187,8285.522,8260.4,8190,0.003,-0.28012,0.98346,-0.19084,-569848.256,-0.886,137,-1.900001,34.79716424,1,25.190001,56.87793,5.49,132,60,54,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31263572,-105.5849095,23,POTR,Drought,17,N,Drought,./TP6_05292018,9_1_27_Aspen_DD_Fm'.bmp,Multiple,DD,29-May,Leaf,Fm',12940,170,0,13110,9,1,27,0,0.012967201,0.987032799,DD
1079,326,847273,5/29/18 10:39,28,0.356888096,86,10041,32354,97,174,24.870001,56.126953,780.425964,24.73,56.226562,780.316711,23.05,1.02,E,90,4.57,S,4.57,0.18,0.0556,26596.86,26562.21,0.225705089,0,0,0,0.296,0.278,0.374,0.288,0.129,0.145,0.146,0.164,16.63,1,13941.5,26939.5,14.91,64359.5,65535,7.17,62112,65535,28.26,4.44,1,24.49,1,15.84,1,1.54,1,1.69,1,3.43,1,382.8023789,0.472,0.319,1.53,0.209,0.463,0.659,NA,20.589,2179.642,1151.5,744,0.893,0.97966,1.03618,1.04603,239042.065,0.587,97,-1.820001,4.442003515,1,24.870001,56.126953,4.57,101,47,42,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31264349,-105.5848784,86,ARTR,Drought,5,N,Drought,./TP6_05292018,81_73_86_Sage_DD_Fm'.bmp,Multiple,DD,29-May,Leaf,Fm',5770,2314,888,8972,81,73,86,0.098974588,0.257913509,0.643111904,DD
1082,373,847225,5/29/18 10:40,28,0.356888096,76,6865,30157,114,187,25.32,56.066406,779.814697,25.33,56.732422,780.983032,23.49,1.46,E,90,6.14,NE,-5.59,2.53,0.0704,26232.49,26209.68,0.324311552,0,0,0,0.383,0.415,0.405,0.428,0.413,0.357,0.298,0.379,-3.02,1,10426.5,11556,0.19,65535,46139,-6.51,65535,46147,11.92,-1.86,1,-0.76,1,1.55,1,-5.62,1,-11.54,1,-3.39,1,390.5874664,0.18,0.7,5.862,0.119,0.309,0.416,NA,9.249,1864.19,1528.1,1089,0.22,0.92419,1.02352,1.04809,170020.486,0.696,114,-1.83,-1.855061048,1,25.32,56.066406,6.14,109,50,44,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31261478,-105.5848903,76,ARTR,Drought,17,N,Drought,./TP6_05292018,81_73_86_Sage_DD_Fm'.bmp,Multiple,DD,29-May,Leaf,Fm',5770,2314,888,8972,81,73,86,0.098974588,0.257913509,0.643111904,DD
1085,327,847272,5/29/18 10:40,28,0.356888096,85,13657,16961,118,212,25.049999,55.548828,780.44928,24.92,55.608398,780.342041,23.05,0.78,E,90,6.81,N,-6.81,-0.18,-0.0111,28216.2,28209.73,-0.077572857,0,0,0,0.575,0.645,0.758,0.67,0.53,0.497,0.47,0.492,4.53,1,5993,10714.5,11.53,38837,38996.5,6.56,65535,39006.5,3.4,2.96,1,22.84,1,14.04,1,-3.32,1,-5.99,1,-3.81,1,588.3137976,0.56,0.184,0.719,0.256,0.449,0.739,NA,29.753,9394.02,4130.4,2447,1.274,0.9919,1.02972,1.03348,807982.794,0.386,118,-1.999999,2.956942004,1,25.049999,55.548828,6.81,123,57,51,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31267973,-105.5849105,85,ARTR,Drought,5,N,Drought,./TP6_05292018,81_73_86_Sage_DD_Fm'.bmp,Multiple,DD,29-May,Leaf,Fm',5770,2314,888,8972,81,73,86,0.098974588,0.257913509,0.643111904,DD
1088,374,847224,5/29/18 10:41,28,0.012967201,22,9374,2323,152,251,25.42,55.488281,779.820923,25.42,56.073242,780.909668,25.6,0.54,E,90,6.71,E,2.12,6.37,0.0059,25225.35,25223.48,0.085735532,0,0,0,1.469,NA,1.506,NA,0.538,0.493,0.509,0.536,93.06,1,416,8661.5,127.58,2468,34415,123.17,5476,34422,106.99,48.32,1,96.8,1,200.02,1,-4.5,1,-2.89,1,-0.22,1,561.0008551,0.011,0.984,228.503,0.004,0.539,0.021,0.544,0.775,4425.133,4375,4333,0.011,-1.84353,0.97906,0.16522,-374640.58,-0.929,152,0.18,48.31823553,1,25.42,55.488281,6.71,146,67,60,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.3126239,-105.5848907,22,POTR,Drought,17,Y,Drought,./TP6_05292018,9_1_27_Aspen_DD_Fm'.bmp,Multiple,DD,29-May,Leaf,Fm',12940,170,0,13110,9,1,27,0,0.012967201,0.987032799,DD
1091,328,847271,5/29/18 10:41,28,0.532170325,44,14807,996,114,206,25.209999,55.079102,780.437195,25.09,55.158203,780.360474,22.77,1.88,E,90,2.67,S,2.59,0.62,-2.1376,30750.92,32175.27,-0.941901353,NA,NA,NA,NA,NA,NA,NA,0.759,0.695,0.971,0.742,96.73,1,303,6326,118.27,1726.5,22923,118.7,3873,22930,103.17,49.86,1,130.13,1,123.75,1,-6.37,1,21.19,1,-1.65,1,653.6727941,0.583,0.195,0.876,0.222,0.538,0.722,0.807,29.921,15561.971,6485.3,4321,1.4,1.04758,0.85907,0.83809,-3956987.053,-0.959,114,-2.439999,49.85500879,1,25.209999,55.079102,2.67,121,55,49,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31266913,-105.5849067,44,PIPO,Drought,5,N,Drought,./TP6_05292018,39_42_31_Pine_DD_Fm'.bmp,Multiple,DD,29-May,Leaf,Fm',4988,3868,1806,10662,39,42,31,0.169386607,0.362783718,0.467829675,DD
1097,329,847270,5/29/18 10:42,28,0.356888096,87,12721,2994,124,224,25.309999,54.8125,780.515625,25.17,54.894531,780.417175,23.19,3.7,E,90,7.62,S,7.5,1.36,0.013,30445.31,30438.2,0.16679801,0,0,0,1.308,1.357,1.433,1.372,0.821,0.882,0.914,0.904,48.66,1,1164.5,5479,53.55,7382,19845.5,49.33,16635,19853,33.62,21.42,1,61.19,1,55.05,1,6.05,1,9.31,1,8.28,1,535.1172578,0.337,0.478,2.593,0.184,0.375,0.576,NA,18.829,3399.772,2252.5,1442,0.509,0.98011,1.01691,1.02456,237674.128,0.482,124,-2.119999,21.41915641,1,25.309999,54.8125,7.62,130,61,54,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.3126613,-105.584908,87,ARTR,Drought,5,N,Drought,./TP6_05292018,81_73_86_Sage_DD_Fm'.bmp,Multiple,DD,29-May,Leaf,Fm',5770,2314,888,8972,81,73,86,0.098974588,0.257913509,0.643111904,DD
1100,376,847222,5/29/18 10:43,28,0.532170325,42,7800,18499,112,187,25.639999,55.52832,779.861328,25.629999,56.21875,780.985779,23.67,1.66,E,90,5.57,N,-5.55,0.42,0.1849,29144.84,29098.85,0.668793409,NA,NA,NA,0.565,0.542,0.526,0.584,0.333,0.308,0.321,0.371,23.13,1,7786.5,13879,20.83,49129.5,55586,14.09,65535,55625.5,20.03,6.27,1,19.26,1,25.07,1,-2.59,1,-1.19,1,3.76,1,454.0934522,0.576,0.175,0.704,0.249,0.475,0.741,0.778,29.052,14217.586,6022.2,3679,1.361,1.05186,0.83631,0.81673,-3902941.478,-0.988,112,-1.969999,6.274123671,1,25.639999,55.52832,5.57,111,49,44,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31262537,-105.5848861,42,PIPO,Drought,17,Y,Drought,./TP6_05292018,39_42_31_Pine_DD_Fm'.bmp,Multiple,DD,29-May,Leaf,Fm',4988,3868,1806,10662,39,42,31,0.169386607,0.362783718,0.467829675,DD
