,X,datum_id,time,DOD,Plant.ID,detector_read1,detector_read2,light_intensity,light_intensity_raw,temperature,humidity,pressure,temperature2,humidity2,pressure2,contactless_temp,thickness,compass_direction,compass,angle,angle_direction,pitch,roll,flatten.slope,ecs_initial,ecs_max,ecs_r_squared,ECSt,vH.,gH.,absorbance_530,absorbance_650,absorbance_605,absorbance_420,absorbance_940,absorbance_850,absorbance_730,absorbance_880,SPAD_530,SPAD_530_intensity,light2_raw1,light6_raw1,spad_raw1,light2_raw2,light6_raw2,spad_raw2,light2_raw3,light6_raw3,spad_raw3,SPAD_650,SPAD_650_intensity,SPAD_605,SPAD_605_intensity,SPAD_420,SPAD_420_intensity,SPAD_850,SPAD_850_intensity,SPAD_730,SPAD_730_intensity,SPAD_880,SPAD_880_intensity,baseline,Phi2,PhiNPQ,NPQt,PhiNO,qL,FvP.FmP,qP,LEF,FmPrime,Fs,FoPrime,RFd,ratio.MPF.noMPF..Phi2,ratio.MPF.noMPF..PhiNPQ,ratio.MPF.noMPF..PhiNO,MPF_slope,MPF_rsquared,Light.Intensity..PAR.,Leaf.Temp.Differential,Relative.Chlorophyll,Rel.Chl.intensity,Ambient.Temperature,Ambient.Humidity,Leaf.Angle,R,G,B,Phi2_MPF,PhiNPQ_MPF,NPQt_MPF,Phi2_noMPF,user_id,device_id,status,notes,latitude,longitude,Pot_Num.x,Spp,Symbol,Trt.x,Block,Sensor,Trt3,TimePoint,Image,Pot_Num.y,Trt.y,Date,Tissue,Param,Blue,Green,Red,Total_Pix,ID_1,ID_2,ID_3,Red_Proportion,Green_Proportion,Blue_Proportion,RG_Proportion,Trt2
368,813,823565,5/9/18 14:26,8,130,8138,5089,357,603,29.41,46.178711,782.039368,29.51,47.223633,783.168335,26.61,0.51,E,90,3.45,NW,-2.74,-2.09,0.0161,25849.51,25882.89,0.247478269,0,0,0,1.133,NA,1.28,NA,0.416,0.341,0.303,0.385,71.7,1,423.5,11481.5,139.04,2534.5,46003,134.62,5642,46018,118.3,52.83,1,86.47,1,243.57,1,-7.5,1,-11.23,1,-3.04,1,477.0506963,0.665,0.082,0.322,0.253,0.538,0.787,0.845,106.86,17728.357,5935.9,3779,1.987,1.22718,0.3547,0.31936,-22457874.67,-0.973,357,-2.8,52.83182355,1,29.41,46.178711,3.45,354,161,143,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31259907,-105.5849519,130,BRR5,21,Water,16,N,Water,./TP2_05092018,144_126_129_R500_WW_Fm'.bmp,Multiple,WW,9-May,Leaf,Fm',36334,60508,58122,154964,144,126,129,0.375067758,0.390464882,0.23446736,0.76553264,WW
268,926,823452,5/9/18 13:40,8,129,8180,4571,1381,2366,32.650002,47.71875,782.479675,32.790001,48.490234,783.535156,29.87,1.11,E,90,3.49,NW,-2,-2.86,-0.0217,25554.99,25600.29,-0.284855439,0.0011,0.00026754,4.2346,1.188,NA,1.385,NA,0.451,0.384,0.338,0.422,73.73,1,388.5,10594.5,139.3,2318.5,42375,134.92,5170,42293,118.43,52.93,1,93.4,1,224.14,1,-6.65,1,-11.27,1,-2.84,1,479.9033716,0.42,0.352,1.542,0.228,0.378,0.657,0.639,261.289,9573.128,5548.1,3279,0.725,1.57389,0.65557,0.56522,-9224659.052,-0.993,1381,-2.780002,52.93422607,1,32.650002,47.71875,3.49,1400,629,557,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31262496,-105.5849386,129,BRR5,21,Water,15,N,Water,./TP2_05092018,144_126_129_R500_WW_Fm'.bmp,Multiple,WW,9-May,Leaf,Fm',36334,60508,58122,154964,144,126,129,0.375067758,0.390464882,0.23446736,0.76553264,WW
417,899,823479,5/9/18 14:54,8,105,12951,4972,1224,2300,21.889999,64.05957,782.336792,21.950001,65.607422,782.3125,18.73,0.25,E,90,2.41,S,2.25,-0.87,0.0108,25522,25613.53,0.159565312,0.0016,0.0002245,6.9698,1.083,1.696,1.297,NA,0.44,0.392,0.338,0.409,64.31,1,533.5,13183,125.59,3226.5,48031.5,123.67,7250.5,48055.5,108.07,53.07,1,85.77,1,190.9,1,-4.82,1,-10.2,1,-3.03,1,548.1890571,0.401,0.287,0.917,0.313,0.263,0.718,0.558,220.626,12906.651,7736.8,3640,0.668,1.46314,0.65243,0.59822,-10312267.64,-0.996,1224,-3.159999,53.0711775,1,21.889999,64.05957,2.41,1357,616,547,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31257135,-105.5849637,105,BRR5,21,Water,14,N,Water,./TP2_05092018,144_126_129_R500_WW_Fm'.bmp,Multiple,WW,9-May,Leaf,Fm',36334,60508,58122,154964,144,126,129,0.375067758,0.390464882,0.23446736,0.76553264,WW
210,845,823533,5/9/18 13:22,8,148,12360,5623,1303,2494,30.83,45.681641,783.206787,30.780001,45.81543,783.072205,27.17,0.16,E,90,5.38,E,1.56,5.15,0.0147,26426.63,26500.27,0.232156569,0.0013,0.00016637,7.8544,1.029,1.716,1.182,NA,0.438,0.388,0.312,0.414,59.07,1,508.5,13240.5,127.86,3122,48398,125.43,7022.5,48410.5,109.78,54.07,1,74.41,1,205.45,1,-4.98,1,-12.61,1,-2.39,1,514.6002163,0.221,0.237,0.436,0.543,0.083,0.773,0.286,129.347,20106.907,15671.4,4573,0.283,1.55271,0.71452,0.69333,-8375922.143,-0.998,1303,-3.66,54.0685413,1,30.83,45.681641,5.38,1495,665,582,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31255748,-105.5849106,148,BRR5,21,Water,11,N,Water,./TP2_05092018,144_126_129_R500_WW_Fm'.bmp,Multiple,WW,9-May,Leaf,Fm',36334,60508,58122,154964,144,126,129,0.375067758,0.390464882,0.23446736,0.76553264,WW
452,798,823580,5/9/18 15:24,8,145,12563,5373,148,266,19.43,51.40625,782.112671,19.32,51.483398,782.083618,16.73,0.15,E,90,4.44,S,4.3,-1.11,0.0109,25782.86,25816.82,0.179092546,6.00E-04,6.49E-05,8.8573,1.049,1.679,1.173,NA,0.397,0.347,0.32,0.37,65.19,1,554.5,14552.5,128.2,3365.5,53037,126.14,7567.5,53051.5,110.51,54.22,1,77.63,1,199.94,1,-5.02,1,-7.73,1,-2.65,1,526.1375,0.644,0.108,0.437,0.247,0.534,0.773,0.834,42.923,20160.452,7167.2,4585,1.813,1.09496,0.616,0.58749,-12334998.56,-1,148,-2.7,54.21792619,1,19.43,51.40625,4.44,152,73,65,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31263175,-105.5848991,145,BRR5,21,Water,4,N,Water,./TP2_05092018,144_126_129_R500_WW_Fm'.bmp,Multiple,WW,9-May,Leaf,Fm',36334,60508,58122,154964,144,126,129,0.375067758,0.390464882,0.23446736,0.76553264,WW
233,850,823528,5/9/18 13:29,8,133,12975,4330,1010,1891,30.98,47.640625,783.191223,30.940001,48.180664,783.050049,27.29,0.17,E,90,6.18,E,1.32,6.04,-0.027,25303.04,25399.93,-0.424364974,0.0016,0.00027613,5.6429,1.139,NA,1.426,NA,0.466,0.419,0.358,0.444,67.33,1,405,12423.5,134.98,2433.5,45357,133.43,5462,45364,117.87,57.2,1,96.09,1,199.66,1,-4.64,1,-10.72,1,-2.16,1,549.5530709,0.48,0.265,1.037,0.255,0.386,0.705,0.681,218.263,10991.552,5713.1,3237,0.924,1.38487,0.62203,0.55535,-10424884.34,-0.987,1010,-3.69,57.19683656,1,30.98,47.640625,6.18,1107,513,452,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31256413,-105.5849293,133,BRR5,21,Water,11,N,Water,./TP2_05092018,144_126_129_R500_WW_Fm'.bmp,Multiple,WW,9-May,Leaf,Fm',36334,60508,58122,154964,144,126,129,0.375067758,0.390464882,0.23446736,0.76553264,WW
302,862,823516,5/9/18 13:54,8,126,12789,4350,108,220,33.810001,45.048828,782.965332,33.799999,45.788086,782.878296,31.26,0.28,E,90,2.4,N,-2.37,-0.4,0.0526,25282.07,25284.71,0.730503283,3.00E-04,2.53E-06,136.0188,1.129,NA,1.478,NA,0.473,0.425,0.363,0.451,65.59,1,358.5,12206.5,139.51,2137,44573,138.31,4796,44582.5,122.76,59.19,1,100.53,1,210.55,1,-4.8,1,-11.04,1,-2.18,1,538.9819637,0.666,0.099,0.421,0.235,0.58,0.775,0.86,32.359,13301.201,4445,2999,1.992,1.21889,0.40714,0.36473,-16373823.74,-0.982,108,-2.550001,59.18717047,1,33.810001,45.048828,2.4,132,68,49,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31255384,-105.5849568,126,BRR5,21,Water,10,Y,Water,./TP2_05092018,144_126_129_R500_WW_Fm'.bmp,Multiple,WW,9-May,Leaf,Fm',36334,60508,58122,154964,144,126,129,0.375067758,0.390464882,0.23446736,0.76553264,WW
403,894,823484,5/9/18 14:47,8,123,12920,3975,1040,1962,23.280001,64.844727,782.38031,23.309999,66.861328,782.401245,21.91,0.24,E,90,8.01,NW,-6.48,-4.73,0.0446,25067.71,25172.99,0.642710125,0.0019,0.00024994,7.6776,1.168,NA,1.478,NA,0.455,0.411,0.386,0.428,71.28,1,365.5,12721,140.46,2130.5,46382,140.17,4770.5,46397,124.73,59.6,1,102.3,1,200.69,1,-4.44,1,-6.9,1,-2.76,1,546.4272059,0.369,0.156,0.327,0.476,0.159,0.786,0.469,172.505,14713.732,9290.2,3145,0.584,1.32398,0.58867,0.5658,-8413055.818,-0.996,1040,-1.370001,59.60456942,1,23.280001,64.844727,8.01,1160,527,465,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31257304,-105.5849687,123,BRR5,21,Water,6,Y,Water,./TP2_05092018,144_126_129_R500_WW_Fm'.bmp,Multiple,WW,9-May,Leaf,Fm',36334,60508,58122,154964,144,126,129,0.375067758,0.390464882,0.23446736,0.76553264,WW
190,841,823537,5/9/18 13:17,8,150,12867,3936,220,405,30.85,45.966797,783.132324,30.799999,46.553711,782.933289,27.43,0.36,E,90,6.69,W,-0.4,-6.67,0.0142,25139.77,25159.1,0.230706535,0,0,0,1.174,NA,1.502,NA,0.474,0.425,0.393,0.456,70.02,1,349.5,12193.5,140.57,2058.5,44530.5,139.9,4615,44538.5,124.39,59.65,1,102.87,1,202.27,1,-4.82,1,-8.02,1,-1.75,1,543.4150087,0.702,0.015,0.052,0.283,0.507,0.823,0.853,69.483,16815.509,5013.6,2981,2.354,1.16462,0.1092,0.10137,-19602816.03,-0.982,220,-3.42,59.65289982,1,30.85,45.966797,6.69,234,112,98,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.3125518,-105.5849027,150,BRR5,21,Water,2,N,Water,./TP2_05092018,144_126_129_R500_WW_Fm'.bmp,Multiple,WW,9-May,Leaf,Fm',36334,60508,58122,154964,144,126,129,0.375067758,0.390464882,0.23446736,0.76553264,WW
341,875,823503,5/9/18 14:14,8,143,12657,3938,951,1798,27.33,51.447266,782.639221,27.32,51.933594,782.59967,20.24,0.84,E,90,10.52,SE,7.74,7.15,0.0422,25036.5,25118.61,0.612479139,0.0014,0.00037434,3.7689,1.167,NA,1.488,NA,0.478,0.441,0.4,0.454,68.9,1,329,12076.5,142.77,1914,44060,142.6,4295,44055.5,127.04,60.62,1,101.06,1,209.84,1,-3.68,1,-7.78,1,-2.42,1,531.4798875,0.444,0.208,0.596,0.349,0.261,0.754,0.589,189.897,12997.755,7230.2,3204,0.798,1.39012,0.58065,0.53813,-10971678.27,-0.991,951,-7.09,60.61950791,1,27.33,51.447266,10.52,1061,487,431,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31259758,-105.5849129,143,BRR5,21,Water,4,N,Water,./TP2_05092018,144_126_129_R500_WW_Fm'.bmp,Multiple,WW,9-May,Leaf,Fm',36334,60508,58122,154964,144,126,129,0.375067758,0.390464882,0.23446736,0.76553264,WW
421,900,823478,5/9/18 14:56,8,137,12782,3335,1330,2494,21.1,55.40332,782.311401,21.040001,52.901367,782.29248,17.63,1.18,E,90,3.44,SW,2.92,-1.81,0.0236,23773.49,23877.08,0.413688196,0.0018,0.00020542,8.8206,1.244,NA,1.463,NA,0.482,0.448,0.43,0.46,76.13,1,319.5,11951,143.59,1815,43533,144.38,4057,43540.5,129,60.98,1,98.1,1,203.62,1,-3.44,1,-5.19,1,-2.19,1,538.5841263,0.363,0.307,0.933,0.329,0.226,0.716,0.507,217.476,13353.204,8501.1,3788,0.571,1.48715,0.68174,0.63126,-9564269.824,-0.998,1330,-3.47,60.9797891,1,21.1,55.40332,3.44,1468,669,594,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31257545,-105.5849606,137,BRR5,21,Water,7,N,Water,./TP2_05092018,144_126_129_R500_WW_Fm'.bmp,Multiple,WW,9-May,Leaf,Fm',36334,60508,58122,154964,144,126,129,0.375067758,0.390464882,0.23446736,0.76553264,WW
229,848,823530,5/9/18 13:26,8,127,12769,3413,280,509,31.02,47.835938,783.172058,30.99,48.164062,783.010925,26.43,0.74,E,90,2.05,W,0.4,-2.01,0.0205,24540.19,24562.63,0.357943655,5.00E-04,1.30E-05,38.3763,1.232,NA,1.467,NA,0.485,0.442,0.399,0.466,74.76,1,276.5,11881,149.61,1573.5,43393,150.44,3517.5,43398.5,135.06,63.62,1,98.17,1,217.77,1,-4.27,1,-8.59,1,-1.89,1,537.8452855,0.693,0.033,0.121,0.274,0.519,0.813,0.853,87.355,20186.141,6191.2,3772,2.26,1.14058,0.24377,0.22816,-20022806.36,-0.998,280,-4.59,63.62478032,1,31.02,47.835938,2.05,291,140,124,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31256362,-105.584926,127,BRR5,21,Water,2,N,Water,./TP2_05092018,144_126_129_R500_WW_Fm'.bmp,Multiple,WW,9-May,Leaf,Fm',36334,60508,58122,154964,144,126,129,0.375067758,0.390464882,0.23446736,0.76553264,WW
821,546,837515,5/19/18 10:32,18,145,9675,32287,210,381,24.860001,55.426758,783.629211,24.73,55.418945,783.532654,22.57,0.15,E,90,4.36,S,4.07,-1.57,0.0727,26518.13,26513.08,0.325288929,0,0,0,0.301,0.297,0.32,0.301,0.102,0.119,0.102,0.137,19.88,1,13355,28681,19.49,65535,65535,6.39,62430,65535,28.04,6.45,1,21.81,1,19.9,1,1.67,1,-0.04,1,3.51,1,362.0011678,0.664,0.033,0.11,0.303,0.449,0.815,0.815,62.713,8769.153,2949.7,1625,1.973,1.05912,0.42788,0.41716,-3881004.949,-0.999,210,-2.290001,6.4543058,1,24.860001,55.426758,4.36,220,103,92,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31266225,-105.5848897,145,BRR5,21,Water,4,N,Water,./TP5_05192018,146_141_R500_DD_WW_Fm'.bmp,Multiple,WW,19-May,Leaf,Fm',8270,15862,14016,38148,146,141,NA,0.367411136,0.415801615,0.21678725,0.78321275,WW
837,568,837493,5/19/18 10:34,18,139,8043,5431,49,80,24.120001,56.330078,783.028931,24.120001,56.958984,784.242981,21.33,1.31,E,90,1.11,NE,-0.9,0.66,0.0115,26060.61,26075.68,0.173304688,0,0,0,1.091,1.699,1.203,NA,0.443,0.38,0.339,0.409,64.82,1,542.5,10787,125.58,3238.5,42899,120.94,7203,42907.5,104.66,47.53,1,75.99,1,204.65,1,-6.3,1,-10.35,1,-3.38,1,470.5982165,0.678,0.048,0.176,0.273,0.508,0.806,0.842,14.956,23087.507,7428.1,4485,2.108,1.02852,0.6805,0.67091,-5497655.714,-0.976,49,-2.790001,47.53052383,1,24.120001,56.330078,1.11,47,22,19,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31258009,-105.5849582,139,BRR5,21,Water,15,N,Water,./TP5_05192018,146_141_R500_DD_WW_Fm'.bmp,Multiple,WW,19-May,Leaf,Fm',8270,15862,14016,38148,146,141,NA,0.367411136,0.415801615,0.21678725,0.78321275,WW
714,553,837508,5/19/18 10:13,18,150,8430,4203,109,181,22.51,49.052734,782.805298,22.469999,49.475586,783.98468,20.15,0.75,E,90,4.7,SE,3.66,2.96,0.0152,24510.46,24519.31,0.231971336,0,0,0,1.199,NA,1.292,NA,0.453,0.386,0.391,0.417,74.57,1,367,10528.5,141.5,2145.5,41857,137.75,4752,41875.5,121.66,53.8,1,83.88,1,246.92,1,-6.75,1,-6.22,1,-3.68,1,496.8835817,0.716,0.01,0.037,0.274,0.536,0.825,0.868,35.121,25455.176,7228.8,4460,2.521,1.0607,0.16914,0.16395,-14216068.31,-0.997,109,-2.36,53.80070894,1,22.51,49.052734,4.7,106,49,43,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31258076,-105.5849308,150,BRR5,21,Water,2,N,Water,./TP5_05192018,146_141_R500_DD_WW_Fm'.bmp,Multiple,WW,19-May,Leaf,Fm',8270,15862,14016,38148,146,141,NA,0.367411136,0.415801615,0.21678725,0.78321275,WW
741,537,837524,5/19/18 10:19,18,141,13196,4558,114,207,23.16,55.083984,783.444824,23.01,54.902344,783.391663,20.61,0.22,E,90,5.88,SW,4.91,-3.24,0.0401,25418.22,25426.47,0.481817038,0,0,0,1.117,NA,1.29,NA,0.457,0.411,0.396,0.435,65.94,1,434.5,12662,132.75,2597.5,46095.5,131.3,5830,46099,115.74,56.22,1,83.27,1,204.3,1,-4.64,1,-6.09,1,-2.25,1,562.1133651,0.715,0.006,0.022,0.279,0.526,0.827,0.865,36.683,22341.585,6365.9,3869,2.51,1.05305,0.12501,0.1217,-11127943.26,-0.997,114,-2.55,56.21704745,1,23.16,55.083984,5.88,120,57,50,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31260626,-105.5849506,141,BRR5,21,Water,8,N,Water,./TP5_05192018,146_141_R500_DD_WW_Fm'.bmp,Multiple,WW,19-May,Leaf,Fm',8270,15862,14016,38148,146,141,NA,0.367411136,0.415801615,0.21678725,0.78321275,WW
764,539,837522,5/19/18 10:22,18,143,12621,4913,153,276,23.540001,57.447266,783.536804,23.41,57.191406,783.464355,21.76,0.23,E,90,7.21,SW,4.76,-5.42,0.0054,25636.41,25688.16,0.092442465,9.00E-04,5.44E-05,17.0009,1.084,NA,1.322,NA,0.426,0.373,0.35,0.395,65.84,1,455,13606.5,133.87,2735.5,49581,132.21,6141,49572,116.63,56.71,1,89.56,1,204.53,1,-5.33,1,-7.55,1,-3.07,1,529.4338668,0.666,0.012,0.037,0.322,0.423,0.825,0.807,45.839,19706.683,6586.2,3454,1.992,1.04939,0.23971,0.23494,-7392681.551,-0.99,153,-1.780001,56.70913884,1,23.540001,57.447266,7.21,159,75,67,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31263416,-105.584975,143,BRR5,21,Water,4,N,Water,./TP5_05192018,146_141_R500_DD_WW_Fm'.bmp,Multiple,WW,19-May,Leaf,Fm',8270,15862,14016,38148,146,141,NA,0.367411136,0.415801615,0.21678725,0.78321275,WW
773,541,837520,5/19/18 10:24,18,144,12628,4602,89,160,24,57.12793,783.595337,23.860001,56.881836,783.496094,21.15,0.25,E,90,3.51,S,3.4,0.88,0.0385,25535.58,25539.66,0.482435998,0,0,0,1.107,NA,1.244,NA,0.431,0.377,0.353,0.408,67.64,1,449,13460,133.98,2692.5,49033,132.42,6033,49073,116.97,56.76,1,81.33,1,199.3,1,-5.32,1,-7.75,1,-2.32,1,529.8317042,0.714,0.019,0.071,0.267,0.547,0.82,0.87,28.583,22552.087,6456.8,4058,2.493,1.04959,0.31774,0.30953,-10565844.63,-0.998,89,-2.85,56.75746924,1,24,57.12793,3.51,93,44,38,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31260105,-105.5849729,144,BRR5,21,Water,4,N,Water,./TP5_05192018,146_141_R500_DD_WW_Fm'.bmp,Multiple,WW,19-May,Leaf,Fm',8270,15862,14016,38148,146,141,NA,0.367411136,0.415801615,0.21678725,0.78321275,WW
784,562,837499,5/19/18 10:27,18,118,6461,11361,91,149,23.76,53.728516,783.02533,23.719999,54.202148,784.186462,22.05,2.3,E,90,40.13,N,-39.83,-5.36,0.1019,30697.96,30675.68,0.666217813,0,0,0,0.789,0.857,0.868,0.805,0.535,0.493,0.323,0.462,25.39,1,3768,8722.5,32.18,23716.5,34586.5,25.11,52874.5,34624,8.77,10.74,1,33.31,1,26.97,1,-4.18,1,-21.21,1,-7.3,1,363.1474469,0.059,0.921,44.378,0.021,0.579,0.097,NA,2.399,3632.353,3419.5,3280,0.062,0.73886,1.02003,1.20164,297714.697,0.848,91,-1.71,10.74438755,1,23.76,53.728516,40.13,87,40,35,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31257254,-105.5849696,118,BRVT,22,Water,8,N,Water,./TP5_05192018,114_118_91_Turnip_WW_Fm'.bmp,Multiple,WW,19-May,Leaf,Fm',16596,54182,46894,117672,114,118,91,0.398514515,0.460449385,0.1410361,0.8589639,WW
728,556,837505,5/19/18 10:17,18,116,7784,10036,59,97,22.870001,53.177734,782.912842,22.84,53.761719,784.095764,21.24,0.79,E,90,6.76,SE,3.46,5.81,0.0279,28230.9,28257.22,0.288427162,0,0,0,0.834,1.304,0.891,NA,0.389,0.324,0.263,0.355,44.54,1,1344.5,12215,91.56,8338.5,48610,85.29,18563,48616,68.97,34.13,1,50.23,1,157.04,1,-6.48,1,-12.59,1,-3.34,1,453.0067188,0.71,0.065,0.291,0.224,0.649,0.791,0.898,18.86,21122.306,6118,4420,2.452,1.02115,0.78669,0.77612,-4533287.087,-0.998,59,-1.630001,34.13154785,1,22.870001,53.177734,6.76,57,27,23,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31257666,-105.5849671,116,BRVT,22,Water,11,N,Water,./TP5_05192018,114_118_91_Turnip_WW_Fm'.bmp,Multiple,WW,19-May,Leaf,Fm',16596,54182,46894,117672,114,118,91,0.398514515,0.460449385,0.1410361,0.8589639,WW
826,567,837494,5/19/18 10:33,18,91,8321,8811,27,44,24.25,54.757812,783.047607,24.25,55.291992,784.236694,21.91,0.86,E,90,6.26,NE,-5.35,3.26,0.0765,28059.2,28047.3,0.686032003,0,0,0,0.896,1.361,1.007,NA,0.419,0.354,0.298,0.388,47.68,1,1180.5,11397.5,94.2,7297,45352,88.07,16242,45366,71.76,35.17,1,58.8,1,158.8,1,-6.51,1,-12.06,1,-3.08,1,489.4802101,0.742,0.011,0.045,0.247,0.616,0.824,0.901,9.017,18732.972,4831.2,3303,2.878,1.03615,0.26089,0.25528,-7789246.576,-0.998,27,-2.34,35.17132729,1,24.25,54.757812,6.26,26,13,10,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31258224,-105.5849587,91,BRVT,22,Water,11,N,Water,./TP5_05192018,114_118_91_Turnip_WW_Fm'.bmp,Multiple,WW,19-May,Leaf,Fm',16596,54182,46894,117672,114,118,91,0.398514515,0.460449385,0.1410361,0.8589639,WW
722,555,837506,5/19/18 10:15,18,114,7747,7766,85,141,22.92,51.945312,782.890137,22.889999,52.444336,784.055603,20.49,1.26,E,90,1.75,E,-0.66,1.62,0.0257,27527.67,27561.2,0.315868337,6.00E-04,9.82E-05,5.9511,0.943,1.442,0.998,NA,0.408,0.346,0.297,0.376,53.46,1,980,11686,103.37,6025,46479,97.46,13424.5,46489.5,81.1,38.78,1,59.02,1,173.55,1,-6.16,1,-11.08,1,-3.16,1,450.4936477,0.672,0.06,0.225,0.268,0.514,0.799,0.841,25.707,20845.949,6835.8,4182,2.05,1.03549,0.68423,0.67217,-6121902.405,-1,85,-2.43,38.78298543,1,22.92,51.945312,1.75,83,38,33,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31257101,-105.5849644,114,BRVT,22,Water,2,Y,Water,./TP5_05192018,114_118_91_Turnip_WW_Fm'.bmp,Multiple,WW,19-May,Leaf,Fm',16596,54182,46894,117672,114,118,91,0.398514515,0.460449385,0.1410361,0.8589639,WW
414,897,823481,5/9/18 14:52,8,14,12976,8563,967,1825,20.950001,71.259766,782.315796,20.940001,73.949219,782.295776,20.61,0.33,E,90,10.27,W,2.27,-10.02,0.1605,27786.41,27847.75,0.824602684,0.0018,0.00012503,14.5888,0.853,1.147,0.974,1.75,0.446,0.401,0.307,0.415,40.72,1,1885,12992.5,70.14,12011,47321.5,65.93,27054.5,47318,50.21,28.71,1,52.84,1,130.41,1,-4.47,1,-13.87,1,-3.13,1,549.6099048,0.262,0.515,2.305,0.223,0.24,0.596,0.439,113.815,5542.339,4092.7,2238,0.354,1.51756,0.82733,0.75966,-2793600.587,-0.982,967,-0.340001,28.70826011,1,20.950001,71.259766,10.27,1079,491,434,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31257311,-105.5849721,14,POTR,25,Water,6,N,Water,./TP2_05092018,16_20_4_Aspen_WW_Fm'.bmp,Multiple,WW,9-May,Leaf,Fm',5566,22884,16716,45166,16,20,4,0.370101404,0.506664305,0.123234291,0.876765709,WW
460,801,823577,5/9/18 15:28,8,16,13151,10086,89,161,18.17,53.454102,782.09906,18.08,53.576172,782.114868,16.11,0.18,E,90,4.62,SE,2.07,4.14,0.0361,28363.72,28383.96,0.342808587,8.00E-04,3.51E-05,23.3848,0.788,1.157,0.952,1.68,0.427,0.382,0.302,0.394,36.08,1,1843.5,13567.5,72.98,11755,49435,68.77,26519.5,49443.5,52.99,29.96,1,52.52,1,125.31,1,-4.57,1,-12.51,1,-3.29,1,559.5558391,0.586,0.207,0.995,0.208,0.578,0.71,0.825,23.463,12269.242,5081.4,3560,1.415,1.03679,0.89187,0.87357,-2621962.021,-0.999,89,-2.06,29.95606327,1,18.17,53.454102,4.62,94,44,39,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.3126456,-105.5849012,16,POTR,25,Water,7,N,Water,./TP2_05092018,16_20_4_Aspen_WW_Fm'.bmp,Multiple,WW,9-May,Leaf,Fm',5566,22884,16716,45166,16,20,4,0.370101404,0.506664305,0.123234291,0.876765709,WW
411,896,823482,5/9/18 14:50,8,13,13048,8779,527,999,21.030001,69.999023,782.32373,21.049999,73.129883,782.337036,21.3,0.39,E,90,6.95,W,-0.88,-6.89,-0.1024,28259.76,28382.85,-0.770251199,NA,NA,NA,0.836,1.19,1.018,1.769,0.443,0.397,0.303,0.412,39.37,1,1710,13094,74.7,10879,47682,70.56,24465.5,47662,54.9,30.71,1,57.52,1,132.67,1,-4.59,1,-13.99,1,-3.07,1,553.7019464,0.357,0.356,1.24,0.287,0.255,0.685,0.521,84.7,8299.007,5335,2611,0.556,1.39343,0.74545,0.69178,-5279346.588,-0.978,527,0.269999,30.71177504,1,21.030001,69.999023,6.95,591,272,237,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31256941,-105.5849683,13,POTR,25,Water,6,N,Water,./TP2_05092018,16_20_4_Aspen_WW_Fm'.bmp,Multiple,WW,9-May,Leaf,Fm',5566,22884,16716,45166,16,20,4,0.370101404,0.506664305,0.123234291,0.876765709,WW
283,929,823449,5/9/18 13:44,8,30,8262,8547,1353,2319,32.290001,48.712891,782.452515,32.369999,49.303711,783.549072,31.25,0.65,E,90,5.31,NW,-4.51,-2.81,-0.0664,27996.94,28122.42,-0.672792753,0.002,0.00016988,11.5922,0.927,1.266,1.019,1.797,0.431,0.36,0.276,0.403,49.59,1,1467.5,11095.5,83.58,9111.5,44416.5,77.52,20275.5,44417.5,61.21,30.99,1,58.82,1,136.63,1,-7.07,1,-15.47,1,-2.76,1,485.4728805,0.293,0.591,5.056,0.117,0.513,0.446,0.656,178.142,4955.894,3505.9,2744,0.414,1.63405,0.81194,0.65024,-3121991.138,-0.997,1353,-1.040001,30.98857818,1,32.290001,48.712891,5.31,1373,616,545,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31261693,-105.5849284,30,POTR,25,Water,15,N,Water,./TP2_05092018,16_20_4_Aspen_WW_Fm'.bmp,Multiple,WW,9-May,Leaf,Fm',5566,22884,16716,45166,16,20,4,0.370101404,0.506664305,0.123234291,0.876765709,WW
