,X,datum_id,time,DOD,Plant.ID,detector_read1,detector_read2,light_intensity,light_intensity_raw,temperature,humidity,pressure,temperature2,humidity2,pressure2,contactless_temp,thickness,compass_direction,compass,angle,angle_direction,pitch,roll,flatten.slope,ecs_initial,ecs_max,ecs_r_squared,ECSt,vH.,gH.,absorbance_530,absorbance_650,absorbance_605,absorbance_420,absorbance_940,absorbance_850,absorbance_730,absorbance_880,SPAD_530,SPAD_530_intensity,light2_raw1,light6_raw1,spad_raw1,light2_raw2,light6_raw2,spad_raw2,light2_raw3,light6_raw3,spad_raw3,SPAD_650,SPAD_650_intensity,SPAD_605,SPAD_605_intensity,SPAD_420,SPAD_420_intensity,SPAD_850,SPAD_850_intensity,SPAD_730,SPAD_730_intensity,SPAD_880,SPAD_880_intensity,baseline,Phi2,PhiNPQ,NPQt,PhiNO,qL,FvP.FmP,qP,LEF,FmPrime,Fs,FoPrime,RFd,ratio.MPF.noMPF..Phi2,ratio.MPF.noMPF..PhiNPQ,ratio.MPF.noMPF..PhiNO,MPF_slope,MPF_rsquared,Light.Intensity..PAR.,Leaf.Temp.Differential,Relative.Chlorophyll,Rel.Chl.intensity,Ambient.Temperature,Ambient.Humidity,Leaf.Angle,R,G,B,Phi2_MPF,PhiNPQ_MPF,NPQt_MPF,Phi2_noMPF,user_id,device_id,status,notes,latitude,longitude,Pot_Num.x,Spp,Trt.x,Block,Sensor,Trt3,TimePoint,Image,Pot_Num.y,Trt.y,Date,Tissue,Param,Blue,Green,Red,Total_Pix,ID_1,ID_2,ID_3,Red_Proportion,Green_Proportion,Blue_Proportion,RG_Proportion,Trt2
1,959,823239,5/9/18 9:31,8,120,7947,5925,132,216,24.219999,44.677734,783.30304,24.200001,45.243164,784.436707,22.23,0.9,E,90,8.3,SE,3.96,7.3,0.0289,26202.73,26229.13,0.385948618,0,0,0,1.057,1.693,1.181,NA,0.402,0.343,0.296,0.366,65.51,1,549,11855,129.16,3299.5,47271,124.34,7336.5,47279,108.07,48.94,1,77.92,1,218.71,1,-5.87,1,-10.56,1,-3.59,1,464.0778158,0.713,0.026,0.1,0.261,0.559,0.816,0.873,42.325,21109.323,6067.9,3883,2.479,1.06035,0.34812,0.33705,-11797591.67,-1,132,-1.989999,48.94052777,1,24.219999,44.677734,8.3,125,58,51,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31257048,-105.5850046,120,BRVT,Drought,1,Y,Drought,./TP2_05092018,113_97_120_Turnip_DD_Fm'.bmp,Multiple,DD,9-May,Leaf,Fm',58062,78116,28888,165066,113,97,120,0.175008784,0.473241007,0.351750209,0.648249791,DD
2,959,823239,5/9/18 9:31,8,120,7947,5925,132,216,24.219999,44.677734,783.30304,24.200001,45.243164,784.436707,22.23,0.9,E,90,8.3,SE,3.96,7.3,0.0289,26202.73,26229.13,0.385948618,0,0,0,1.057,1.693,1.181,NA,0.402,0.343,0.296,0.366,65.51,1,549,11855,129.16,3299.5,47271,124.34,7336.5,47279,108.07,48.94,1,77.92,1,218.71,1,-5.87,1,-10.56,1,-3.59,1,464.0778158,0.713,0.026,0.1,0.261,0.559,0.816,0.873,42.325,21109.323,6067.9,3883,2.479,1.06035,0.34812,0.33705,-11797591.67,-1,132,-1.989999,48.94052777,1,24.219999,44.677734,8.3,125,58,51,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31257048,-105.5850046,120,BRVT,Drought,1,Y,Drought,./TP2_05092018,113_97_120_Turnip_DD_F0.bmp,Multiple,DD,9-May,Leaf,Fo,60068,58,0,60126,113,97,120,0,0.000964641,0.999035359,0.000964641,DD
3,959,823239,5/9/18 9:31,8,120,7947,5925,132,216,24.219999,44.677734,783.30304,24.200001,45.243164,784.436707,22.23,0.9,E,90,8.3,SE,3.96,7.3,0.0289,26202.73,26229.13,0.385948618,0,0,0,1.057,1.693,1.181,NA,0.402,0.343,0.296,0.366,65.51,1,549,11855,129.16,3299.5,47271,124.34,7336.5,47279,108.07,48.94,1,77.92,1,218.71,1,-5.87,1,-10.56,1,-3.59,1,464.0778158,0.713,0.026,0.1,0.261,0.559,0.816,0.873,42.325,21109.323,6067.9,3883,2.479,1.06035,0.34812,0.33705,-11797591.67,-1,132,-1.989999,48.94052777,1,24.219999,44.677734,8.3,125,58,51,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31257048,-105.5850046,120,BRVT,Drought,1,Y,Drought,./TP2_05092018,113_97_120_Turnip_DD_Fs.bmp,Multiple,DD,9-May,Leaf,Fs,73228,40608,10048,123884,113,97,120,0.081108133,0.327790514,0.591101353,0.408898647,DD
4,959,823239,5/9/18 9:31,8,120,7947,5925,132,216,24.219999,44.677734,783.30304,24.200001,45.243164,784.436707,22.23,0.9,E,90,8.3,SE,3.96,7.3,0.0289,26202.73,26229.13,0.385948618,0,0,0,1.057,1.693,1.181,NA,0.402,0.343,0.296,0.366,65.51,1,549,11855,129.16,3299.5,47271,124.34,7336.5,47279,108.07,48.94,1,77.92,1,218.71,1,-5.87,1,-10.56,1,-3.59,1,464.0778158,0.713,0.026,0.1,0.261,0.559,0.816,0.873,42.325,21109.323,6067.9,3883,2.479,1.06035,0.34812,0.33705,-11797591.67,-1,132,-1.989999,48.94052777,1,24.219999,44.677734,8.3,125,58,51,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31257048,-105.5850046,120,BRVT,Drought,1,Y,Drought,./TP2_05092018,113_97_120_Turnip_DD_Fv.bmp,Multiple,DD,9-May,Leaf,Fv,19190,82486,67276,168952,113,97,120,0.398195937,0.488221507,0.113582556,0.886417444,DD
5,960,823238,5/9/18 9:32,8,3,8436,8188,126,209,24.32,43.694336,783.272217,24.299999,44.300781,784.38092,22.47,0.61,E,90,23.44,SE,20.47,11.68,0.0762,27864.74,27893.92,0.634174228,8.00E-04,9.49E-05,8.1473,0.927,1.304,0.961,NA,0.417,0.352,0.301,0.392,51,1,1345.5,11455,88.74,8350,45664,82.52,18601.5,45675,66.17,33.02,1,54.45,1,149.62,1,-6.49,1,-11.6,1,-2.43,1,497.2911068,0.614,0.136,0.547,0.25,0.504,0.759,0.809,34.812,19129.359,7384.4,4605,1.591,1.03671,0.83898,0.824,-4611988.146,-1,126,-1.85,33.02087436,1,24.32,43.694336,23.44,122,56,49,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31256957,-105.5849917,3,POTR,Drought,12,N,Drought,./TP2_05092018,1_3_26_Aspen_DD_Fm'.bmp,Multiple,DD,9-May,Leaf,Fm',3704,23832,19946,47482,1,3,26,0.420074976,0.501916516,0.078008508,0.921991492,DD
6,960,823238,5/9/18 9:32,8,3,8436,8188,126,209,24.32,43.694336,783.272217,24.299999,44.300781,784.38092,22.47,0.61,E,90,23.44,SE,20.47,11.68,0.0762,27864.74,27893.92,0.634174228,8.00E-04,9.49E-05,8.1473,0.927,1.304,0.961,NA,0.417,0.352,0.301,0.392,51,1,1345.5,11455,88.74,8350,45664,82.52,18601.5,45675,66.17,33.02,1,54.45,1,149.62,1,-6.49,1,-11.6,1,-2.43,1,497.2911068,0.614,0.136,0.547,0.25,0.504,0.759,0.809,34.812,19129.359,7384.4,4605,1.591,1.03671,0.83898,0.824,-4611988.146,-1,126,-1.85,33.02087436,1,24.32,43.694336,23.44,122,56,49,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31256957,-105.5849917,3,POTR,Drought,12,N,Drought,./TP2_05092018,1_3_26_Aspen_DD_F0.bmp,Multiple,DD,9-May,Leaf,Fo,23878,14,0,23892,1,3,26,0,0.00058597,0.99941403,0.00058597,DD
7,960,823238,5/9/18 9:32,8,3,8436,8188,126,209,24.32,43.694336,783.272217,24.299999,44.300781,784.38092,22.47,0.61,E,90,23.44,SE,20.47,11.68,0.0762,27864.74,27893.92,0.634174228,8.00E-04,9.49E-05,8.1473,0.927,1.304,0.961,NA,0.417,0.352,0.301,0.392,51,1,1345.5,11455,88.74,8350,45664,82.52,18601.5,45675,66.17,33.02,1,54.45,1,149.62,1,-6.49,1,-11.6,1,-2.43,1,497.2911068,0.614,0.136,0.547,0.25,0.504,0.759,0.809,34.812,19129.359,7384.4,4605,1.591,1.03671,0.83898,0.824,-4611988.146,-1,126,-1.85,33.02087436,1,24.32,43.694336,23.44,122,56,49,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31256957,-105.5849917,3,POTR,Drought,12,N,Drought,./TP2_05092018,1_3_26_Aspen_DD_Fs.bmp,Multiple,DD,9-May,Leaf,Fs,19892,18994,1396,40282,1,3,26,0.034655677,0.471525744,0.493818579,0.506181421,DD
8,960,823238,5/9/18 9:32,8,3,8436,8188,126,209,24.32,43.694336,783.272217,24.299999,44.300781,784.38092,22.47,0.61,E,90,23.44,SE,20.47,11.68,0.0762,27864.74,27893.92,0.634174228,8.00E-04,9.49E-05,8.1473,0.927,1.304,0.961,NA,0.417,0.352,0.301,0.392,51,1,1345.5,11455,88.74,8350,45664,82.52,18601.5,45675,66.17,33.02,1,54.45,1,149.62,1,-6.49,1,-11.6,1,-2.43,1,497.2911068,0.614,0.136,0.547,0.25,0.504,0.759,0.809,34.812,19129.359,7384.4,4605,1.591,1.03671,0.83898,0.824,-4611988.146,-1,126,-1.85,33.02087436,1,24.32,43.694336,23.44,122,56,49,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31256957,-105.5849917,3,POTR,Drought,12,N,Drought,./TP2_05092018,1_3_26_Aspen_DD_Fv.bmp,Multiple,DD,9-May,Leaf,Fv,3380,24282,23446,51108,1,3,26,0.458754011,0.475111529,0.06613446,0.93386554,DD
9,961,823237,5/9/18 9:34,8,118,7864,3550,104,172,24.530001,44.623047,783.302917,24.52,45.350586,784.432007,22.29,1.49,E,90,0.45,NW,-0.42,-0.18,0.0116,24134.52,24156.25,0.217001158,4.00E-04,3.02E-05,13.1723,1.273,NA,1.431,NA,0.433,0.381,0.374,0.408,84.03,1,276.5,11036,155.84,1584.5,43967,153.05,3511,43969.5,136.93,59.45,1,99.8,1,245.26,1,-5.2,1,-5.92,1,-2.52,1,458.440386,0.72,0.04,0.169,0.24,0.615,0.807,0.892,33.678,20215.862,5668.2,3906,2.567,1.05167,0.48735,0.47263,-9780124.64,-0.978,104,-2.240001,59.44860181,1,24.530001,44.623047,0.45,100,47,41,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31256781,-105.5849871,118,BRVT,Water,8,N,Water,./TP2_05092018,111_94_116_Turnip_WW_Fm'.bmp,Multiple,WW,9-May,Leaf,Fm',12858,68402,60016,141276,111,94,116,0.42481384,0.484172825,0.091013336,0.908986664,WW
10,961,823237,5/9/18 9:34,8,118,7864,3550,104,172,24.530001,44.623047,783.302917,24.52,45.350586,784.432007,22.29,1.49,E,90,0.45,NW,-0.42,-0.18,0.0116,24134.52,24156.25,0.217001158,4.00E-04,3.02E-05,13.1723,1.273,NA,1.431,NA,0.433,0.381,0.374,0.408,84.03,1,276.5,11036,155.84,1584.5,43967,153.05,3511,43969.5,136.93,59.45,1,99.8,1,245.26,1,-5.2,1,-5.92,1,-2.52,1,458.440386,0.72,0.04,0.169,0.24,0.615,0.807,0.892,33.678,20215.862,5668.2,3906,2.567,1.05167,0.48735,0.47263,-9780124.64,-0.978,104,-2.240001,59.44860181,1,24.530001,44.623047,0.45,100,47,41,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31256781,-105.5849871,118,BRVT,Water,8,N,Water,./TP2_05092018,111_94_116_Turnip_WW_F0.bmp,Multiple,WW,9-May,Leaf,Fo,49062,606,0,49668,111,94,116,0,0.012201015,0.987798985,0.012201015,WW
11,961,823237,5/9/18 9:34,8,118,7864,3550,104,172,24.530001,44.623047,783.302917,24.52,45.350586,784.432007,22.29,1.49,E,90,0.45,NW,-0.42,-0.18,0.0116,24134.52,24156.25,0.217001158,4.00E-04,3.02E-05,13.1723,1.273,NA,1.431,NA,0.433,0.381,0.374,0.408,84.03,1,276.5,11036,155.84,1584.5,43967,153.05,3511,43969.5,136.93,59.45,1,99.8,1,245.26,1,-5.2,1,-5.92,1,-2.52,1,458.440386,0.72,0.04,0.169,0.24,0.615,0.807,0.892,33.678,20215.862,5668.2,3906,2.567,1.05167,0.48735,0.47263,-9780124.64,-0.978,104,-2.240001,59.44860181,1,24.530001,44.623047,0.45,100,47,41,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31256781,-105.5849871,118,BRVT,Water,8,N,Water,./TP2_05092018,111_94_116_Turnip_WW_Fs.bmp,Multiple,WW,9-May,Leaf,Fs,30996,63852,33398,128246,111,94,116,0.260421378,0.497886874,0.241691749,0.758308251,WW
12,961,823237,5/9/18 9:34,8,118,7864,3550,104,172,24.530001,44.623047,783.302917,24.52,45.350586,784.432007,22.29,1.49,E,90,0.45,NW,-0.42,-0.18,0.0116,24134.52,24156.25,0.217001158,4.00E-04,3.02E-05,13.1723,1.273,NA,1.431,NA,0.433,0.381,0.374,0.408,84.03,1,276.5,11036,155.84,1584.5,43967,153.05,3511,43969.5,136.93,59.45,1,99.8,1,245.26,1,-5.2,1,-5.92,1,-2.52,1,458.440386,0.72,0.04,0.169,0.24,0.615,0.807,0.892,33.678,20215.862,5668.2,3906,2.567,1.05167,0.48735,0.47263,-9780124.64,-0.978,104,-2.240001,59.44860181,1,24.530001,44.623047,0.45,100,47,41,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31256781,-105.5849871,118,BRVT,Water,8,N,Water,./TP2_05092018,111_94_116_Turnip_WW_Fv.bmp,Multiple,WW,9-May,Leaf,Fv,11158,68952,61978,142088,111,94,116,0.436194471,0.48527673,0.078528799,0.921471201,WW
13,941,823257,5/9/18 9:35,8,120,10730,615,112,201,24.49,41.523438,783.848877,24.370001,41.476562,783.757446,22.23,4.32,E,90,0.76,NE,-0.64,0.41,0.0313,11652.04,11661.72,0.681658223,5.00E-04,4.74E-05,10.7296,NA,NA,NA,NA,0.808,0.771,0.778,0.76,106,1,87.5,5646,167.27,236.5,20391,199.95,472,20396,189.5,71.38,1,137.45,1,192.69,1,-3.73,1,-3.03,1,-4.76,1,421.9609429,0.6,0.147,0.584,0.252,0.488,0.755,NA,30.26,10574.095,4225.4,2591,1.503,0.99027,1.04779,1.05279,1178816.837,0.422,112,-2.26,71.38400703,1,24.49,41.523438,0.76,116,55,48,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31258104,-105.5849417,120,BRVT,Drought,1,Y,Drought,./TP2_05092018,113_97_120_Turnip_DD_Fm'.bmp,Multiple,DD,9-May,Leaf,Fm',58062,78116,28888,165066,113,97,120,0.175008784,0.473241007,0.351750209,0.648249791,DD
14,941,823257,5/9/18 9:35,8,120,10730,615,112,201,24.49,41.523438,783.848877,24.370001,41.476562,783.757446,22.23,4.32,E,90,0.76,NE,-0.64,0.41,0.0313,11652.04,11661.72,0.681658223,5.00E-04,4.74E-05,10.7296,NA,NA,NA,NA,0.808,0.771,0.778,0.76,106,1,87.5,5646,167.27,236.5,20391,199.95,472,20396,189.5,71.38,1,137.45,1,192.69,1,-3.73,1,-3.03,1,-4.76,1,421.9609429,0.6,0.147,0.584,0.252,0.488,0.755,NA,30.26,10574.095,4225.4,2591,1.503,0.99027,1.04779,1.05279,1178816.837,0.422,112,-2.26,71.38400703,1,24.49,41.523438,0.76,116,55,48,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31258104,-105.5849417,120,BRVT,Drought,1,Y,Drought,./TP2_05092018,113_97_120_Turnip_DD_F0.bmp,Multiple,DD,9-May,Leaf,Fo,60068,58,0,60126,113,97,120,0,0.000964641,0.999035359,0.000964641,DD
15,941,823257,5/9/18 9:35,8,120,10730,615,112,201,24.49,41.523438,783.848877,24.370001,41.476562,783.757446,22.23,4.32,E,90,0.76,NE,-0.64,0.41,0.0313,11652.04,11661.72,0.681658223,5.00E-04,4.74E-05,10.7296,NA,NA,NA,NA,0.808,0.771,0.778,0.76,106,1,87.5,5646,167.27,236.5,20391,199.95,472,20396,189.5,71.38,1,137.45,1,192.69,1,-3.73,1,-3.03,1,-4.76,1,421.9609429,0.6,0.147,0.584,0.252,0.488,0.755,NA,30.26,10574.095,4225.4,2591,1.503,0.99027,1.04779,1.05279,1178816.837,0.422,112,-2.26,71.38400703,1,24.49,41.523438,0.76,116,55,48,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31258104,-105.5849417,120,BRVT,Drought,1,Y,Drought,./TP2_05092018,113_97_120_Turnip_DD_Fs.bmp,Multiple,DD,9-May,Leaf,Fs,73228,40608,10048,123884,113,97,120,0.081108133,0.327790514,0.591101353,0.408898647,DD
16,941,823257,5/9/18 9:35,8,120,10730,615,112,201,24.49,41.523438,783.848877,24.370001,41.476562,783.757446,22.23,4.32,E,90,0.76,NE,-0.64,0.41,0.0313,11652.04,11661.72,0.681658223,5.00E-04,4.74E-05,10.7296,NA,NA,NA,NA,0.808,0.771,0.778,0.76,106,1,87.5,5646,167.27,236.5,20391,199.95,472,20396,189.5,71.38,1,137.45,1,192.69,1,-3.73,1,-3.03,1,-4.76,1,421.9609429,0.6,0.147,0.584,0.252,0.488,0.755,NA,30.26,10574.095,4225.4,2591,1.503,0.99027,1.04779,1.05279,1178816.837,0.422,112,-2.26,71.38400703,1,24.49,41.523438,0.76,116,55,48,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31258104,-105.5849417,120,BRVT,Drought,1,Y,Drought,./TP2_05092018,113_97_120_Turnip_DD_Fv.bmp,Multiple,DD,9-May,Leaf,Fv,19190,82486,67276,168952,113,97,120,0.398195937,0.488221507,0.113582556,0.886417444,DD
17,962,823236,5/9/18 9:35,8,129,8080,4583,134,224,24.59,44.125,783.292969,24.58,44.598633,784.436401,22.82,1.31,E,90,11.43,E,0,11.43,0.0131,25268.37,25287.16,0.196418141,0,0,0,1.168,NA,1.294,NA,0.449,0.393,0.377,0.426,71.85,1,414.5,10634.5,136.65,2468.5,42384,132.2,5480.5,42394,116,51.89,1,84.49,1,227.55,1,-5.6,1,-7.22,1,-2.34,1,473.1112876,0.705,0.025,0.091,0.271,0.533,0.817,0.862,42.483,20697.058,6115.6,3780,2.384,1.09439,0.25103,0.23949,-16099510.19,-0.997,134,-1.77,51.89050807,1,24.59,44.125,11.43,131,61,53,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31259748,-105.584959,129,BRR5,Water,15,N,Water,./TP2_05092018,144_126_129_R500_WW_Fm'.bmp,Multiple,WW,9-May,Leaf,Fm',36334,60508,58122,154964,144,126,129,0.375067758,0.390464882,0.23446736,0.76553264,WW
18,962,823236,5/9/18 9:35,8,129,8080,4583,134,224,24.59,44.125,783.292969,24.58,44.598633,784.436401,22.82,1.31,E,90,11.43,E,0,11.43,0.0131,25268.37,25287.16,0.196418141,0,0,0,1.168,NA,1.294,NA,0.449,0.393,0.377,0.426,71.85,1,414.5,10634.5,136.65,2468.5,42384,132.2,5480.5,42394,116,51.89,1,84.49,1,227.55,1,-5.6,1,-7.22,1,-2.34,1,473.1112876,0.705,0.025,0.091,0.271,0.533,0.817,0.862,42.483,20697.058,6115.6,3780,2.384,1.09439,0.25103,0.23949,-16099510.19,-0.997,134,-1.77,51.89050807,1,24.59,44.125,11.43,131,61,53,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31259748,-105.584959,129,BRR5,Water,15,N,Water,./TP2_05092018,144_126_129_R500_WW_F0.bmp,Multiple,WW,9-May,Leaf,Fo,41256,32,0,41288,144,126,129,0,0.000775044,0.999224956,0.000775044,WW
19,962,823236,5/9/18 9:35,8,129,8080,4583,134,224,24.59,44.125,783.292969,24.58,44.598633,784.436401,22.82,1.31,E,90,11.43,E,0,11.43,0.0131,25268.37,25287.16,0.196418141,0,0,0,1.168,NA,1.294,NA,0.449,0.393,0.377,0.426,71.85,1,414.5,10634.5,136.65,2468.5,42384,132.2,5480.5,42394,116,51.89,1,84.49,1,227.55,1,-5.6,1,-7.22,1,-2.34,1,473.1112876,0.705,0.025,0.091,0.271,0.533,0.817,0.862,42.483,20697.058,6115.6,3780,2.384,1.09439,0.25103,0.23949,-16099510.19,-0.997,134,-1.77,51.89050807,1,24.59,44.125,11.43,131,61,53,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31259748,-105.584959,129,BRR5,Water,15,N,Water,./TP2_05092018,144_126_129_R500_WW_Fs.bmp,Multiple,WW,9-May,Leaf,Fs,44866,57448,25208,127522,144,126,129,0.197675695,0.450494817,0.351829488,0.648170512,WW
20,962,823236,5/9/18 9:35,8,129,8080,4583,134,224,24.59,44.125,783.292969,24.58,44.598633,784.436401,22.82,1.31,E,90,11.43,E,0,11.43,0.0131,25268.37,25287.16,0.196418141,0,0,0,1.168,NA,1.294,NA,0.449,0.393,0.377,0.426,71.85,1,414.5,10634.5,136.65,2468.5,42384,132.2,5480.5,42394,116,51.89,1,84.49,1,227.55,1,-5.6,1,-7.22,1,-2.34,1,473.1112876,0.705,0.025,0.091,0.271,0.533,0.817,0.862,42.483,20697.058,6115.6,3780,2.384,1.09439,0.25103,0.23949,-16099510.19,-0.997,134,-1.77,51.89050807,1,24.59,44.125,11.43,131,61,53,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31259748,-105.584959,129,BRR5,Water,15,N,Water,./TP2_05092018,144_126_129_R500_WW_Fv.bmp,Multiple,WW,9-May,Leaf,Fv,36190,58974,36928,132092,144,126,129,0.279562729,0.446461557,0.273975714,0.726024286,WW
21,942,823256,5/9/18 9:36,8,136,13791,1314,149,267,24.540001,43.345703,783.849243,24.43,43.568359,783.781433,22.95,0.17,E,90,3.21,NW,-2.27,-2.27,0.0269,19326.3,19352.88,0.515210051,8.00E-04,4.39E-05,17.1772,NA,NA,NA,NA,0.499,0.458,0.512,0.484,110.65,1,133,11494,179.96,535.5,41812,195.64,1159.5,41814.5,181.64,76.96,1,137.93,1,216.92,1,-4.12,1,1.24,1,-1.5,1,595.9295415,0.462,0.139,0.347,0.399,0.237,0.784,NA,30.978,19983.793,10751.1,4323,0.859,0.98704,1.05206,1.0553,1831804.696,0.39,149,-1.590001,76.95957821,1,24.540001,43.345703,3.21,153,73,64,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31258146,-105.584942,136,BRR5,Drought,1,N,Drought,./TP2_05092018,124_121_136_R500_DD_Fm'.bmp,Multiple,DD,9-May,Leaf,Fm',15366,35524,22018,72908,124,121,136,0.301997037,0.487244198,0.210758764,0.789241236,DD
22,942,823256,5/9/18 9:36,8,136,13791,1314,149,267,24.540001,43.345703,783.849243,24.43,43.568359,783.781433,22.95,0.17,E,90,3.21,NW,-2.27,-2.27,0.0269,19326.3,19352.88,0.515210051,8.00E-04,4.39E-05,17.1772,NA,NA,NA,NA,0.499,0.458,0.512,0.484,110.65,1,133,11494,179.96,535.5,41812,195.64,1159.5,41814.5,181.64,76.96,1,137.93,1,216.92,1,-4.12,1,1.24,1,-1.5,1,595.9295415,0.462,0.139,0.347,0.399,0.237,0.784,NA,30.978,19983.793,10751.1,4323,0.859,0.98704,1.05206,1.0553,1831804.696,0.39,149,-1.590001,76.95957821,1,24.540001,43.345703,3.21,153,73,64,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31258146,-105.584942,136,BRR5,Drought,1,N,Drought,./TP2_05092018,124_121_136_R500_DD_F0.bmp,Multiple,DD,9-May,Leaf,Fo,32226,24,0,32250,124,121,136,0,0.000744186,0.999255814,0.000744186,DD
23,942,823256,5/9/18 9:36,8,136,13791,1314,149,267,24.540001,43.345703,783.849243,24.43,43.568359,783.781433,22.95,0.17,E,90,3.21,NW,-2.27,-2.27,0.0269,19326.3,19352.88,0.515210051,8.00E-04,4.39E-05,17.1772,NA,NA,NA,NA,0.499,0.458,0.512,0.484,110.65,1,133,11494,179.96,535.5,41812,195.64,1159.5,41814.5,181.64,76.96,1,137.93,1,216.92,1,-4.12,1,1.24,1,-1.5,1,595.9295415,0.462,0.139,0.347,0.399,0.237,0.784,NA,30.978,19983.793,10751.1,4323,0.859,0.98704,1.05206,1.0553,1831804.696,0.39,149,-1.590001,76.95957821,1,24.540001,43.345703,3.21,153,73,64,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31258146,-105.584942,136,BRR5,Drought,1,N,Drought,./TP2_05092018,124_121_136_R500_DD_Fs.bmp,Multiple,DD,9-May,Leaf,Fs,27798,23958,8112,59868,124,121,136,0.135498096,0.400180397,0.464321507,0.535678493,DD
24,942,823256,5/9/18 9:36,8,136,13791,1314,149,267,24.540001,43.345703,783.849243,24.43,43.568359,783.781433,22.95,0.17,E,90,3.21,NW,-2.27,-2.27,0.0269,19326.3,19352.88,0.515210051,8.00E-04,4.39E-05,17.1772,NA,NA,NA,NA,0.499,0.458,0.512,0.484,110.65,1,133,11494,179.96,535.5,41812,195.64,1159.5,41814.5,181.64,76.96,1,137.93,1,216.92,1,-4.12,1,1.24,1,-1.5,1,595.9295415,0.462,0.139,0.347,0.399,0.237,0.784,NA,30.978,19983.793,10751.1,4323,0.859,0.98704,1.05206,1.0553,1831804.696,0.39,149,-1.590001,76.95957821,1,24.540001,43.345703,3.21,153,73,64,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31258146,-105.584942,136,BRR5,Drought,1,N,Drought,./TP2_05092018,124_121_136_R500_DD_Fv.bmp,Multiple,DD,9-May,Leaf,Fv,7874,35738,29750,73362,124,121,136,0.405523295,0.487145934,0.107330771,0.892669229,DD
25,963,823235,5/9/18 9:37,8,94,8247,4333,148,247,24.549999,45.848633,783.286255,24.530001,46.672852,784.406982,20.95,1.38,E,90,4.25,SE,3.8,1.9,0.0292,25116.77,25131.95,0.417069801,4.00E-04,2.76E-05,13.313,1.191,NA,1.316,NA,0.471,0.423,0.419,0.454,71.97,1,401.5,10100,135.79,2363,40209.5,131.81,5244.5,40213.5,115.62,51.55,1,84.42,1,227.82,1,-4.88,1,-5.26,1,-1.76,1,484.4540679,0.704,0.018,0.065,0.278,0.52,0.821,0.858,46.896,21889.4,6476.2,3923,2.38,1.09232,0.20211,0.19324,-16705021.46,-0.998,148,-3.599999,51.55179204,1,24.549999,45.848633,4.25,144,67,59,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31258438,-105.5849966,94,BRVT,Water,10,N,Water,./TP2_05092018,111_94_116_Turnip_WW_Fm'.bmp,Multiple,WW,9-May,Leaf,Fm',12858,68402,60016,141276,111,94,116,0.42481384,0.484172825,0.091013336,0.908986664,WW
26,963,823235,5/9/18 9:37,8,94,8247,4333,148,247,24.549999,45.848633,783.286255,24.530001,46.672852,784.406982,20.95,1.38,E,90,4.25,SE,3.8,1.9,0.0292,25116.77,25131.95,0.417069801,4.00E-04,2.76E-05,13.313,1.191,NA,1.316,NA,0.471,0.423,0.419,0.454,71.97,1,401.5,10100,135.79,2363,40209.5,131.81,5244.5,40213.5,115.62,51.55,1,84.42,1,227.82,1,-4.88,1,-5.26,1,-1.76,1,484.4540679,0.704,0.018,0.065,0.278,0.52,0.821,0.858,46.896,21889.4,6476.2,3923,2.38,1.09232,0.20211,0.19324,-16705021.46,-0.998,148,-3.599999,51.55179204,1,24.549999,45.848633,4.25,144,67,59,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31258438,-105.5849966,94,BRVT,Water,10,N,Water,./TP2_05092018,111_94_116_Turnip_WW_F0.bmp,Multiple,WW,9-May,Leaf,Fo,49062,606,0,49668,111,94,116,0,0.012201015,0.987798985,0.012201015,WW
